chamber_name,city,state,website,website_guess,website_source,maps_link,member_directory_url,all_links,phone,email,address,image
Ocean Community Chamber of Commerce,"Westerly, RI",RI,http://www.oceanchamber.org/,,scraped,"https://maps.google.com/?q=1 Chamber Way, Westerly, RI, 02891-2670",,"https://maps.google.com/?q=1 Chamber Way, Westerly, RI, 02891-2670;http://www.oceanchamber.org/",,,"1 Chamber Way Westerly, RI 02891-2670",
Partnership for Rhode Island,"Providence, RI",RI,https://partnershipforrhodeisland.com,,scraped,"https://maps.google.com/?q=One Union Station, Providence, RI, 02902",,"https://maps.google.com/?q=One Union Station, Providence, RI, 02902;https://partnershipforrhodeisland.com",,,02902,
Pawtuxet Valley Chamber of Commerce,"West Warwick, RI",RI,,,none,"https://maps.google.com/?q=1192 Main St., West Warwick, RI, 02893-4827",,"https://maps.google.com/?q=1192 Main St., West Warwick, RI, 02893-4827",,,"1192 Main St. West Warwick, RI 02893-4827",
Southern Rhode Island Chamber of Commerce,"Wakefield, RI",RI,http://www.srichamber.com,,scraped,"https://maps.google.com/?q=230 Old Tower Hill Rd, Wakefield, RI, 02879-3737",,"https://maps.google.com/?q=230 Old Tower Hill Rd, Wakefield, RI, 02879-3737;http://www.srichamber.com",,,"230 Old Tower Hill Rd Wakefield, RI 02879-3737",
Aiken Chamber of Commerce,"Aiken, SC",SC,http://www.aikenchamber.net/,,scraped,"https://maps.google.com/?q=P.O Box 892, Aiken, SC, 29802-0892",,"https://maps.google.com/?q=P.O Box 892, Aiken, SC, 29802-0892;http://www.aikenchamber.net/",,,"892 Aiken, SC 29802-0892",
Allendale County Chamber of Commerce,"Allendale, SC",SC,,,none,"https://maps.google.com/?q=P.O Box 517, Allendale, SC, 29810-0517",,"https://maps.google.com/?q=P.O Box 517, Allendale, SC, 29810-0517",,,"517 Allendale, SC 29810-0517",
Anderson Area Chamber of Commerce,"Anderson, SC",SC,http://www.andersonscchamber.com,,scraped,"https://maps.google.com/?q=432 N Main St, Anderson, SC, 29621-5645",,"https://maps.google.com/?q=432 N Main St, Anderson, SC, 29621-5645;http://www.andersonscchamber.com",,,"432 N Main St Anderson, SC 29621-5645",
Aynor Chamber of Commerce,"Aynor, SC",SC,,,none,"https://maps.google.com/?q=P.O Box 10, Aynor, SC, 29511-0010",,"https://maps.google.com/?q=P.O Box 10, Aynor, SC, 29511-0010",,,"10 Aynor, SC 29511-0010",
Bamberg County Chamber of Commerce,"Bamberg, SC",SC,http://www.BambergCountyChamber.com,,scraped,"https://maps.google.com/?q=604 Airport Rd, Bamberg, SC, 29003-8305",,"https://maps.google.com/?q=604 Airport Rd, Bamberg, SC, 29003-8305;http://www.BambergCountyChamber.com",,,"604 Airport Rd Bamberg, SC 29003-8305",
Barnwell County Chamber of Commerce,"Barnwell, SC",SC,http://www.barnwellcounty.com,,scraped,"https://maps.google.com/?q=P.O Box 898, Barnwell, SC, 29812-0898",,"https://maps.google.com/?q=P.O Box 898, Barnwell, SC, 29812-0898;http://www.barnwellcounty.com",,,"898 Barnwell, SC 29812-0898",
Batesburg-Leesville Chamber of Commerce,"Batesburg Leesville, SC",SC,https://batesburg-leesvillechamber.org/,,scraped,"https://maps.google.com/?q=P.O Box 2178, Batesburg Leesville, SC, 29070-0178",,"https://maps.google.com/?q=P.O Box 2178, Batesburg Leesville, SC, 29070-0178;https://batesburg-leesvillechamber.org/",,,"2178 Batesburg Leesville, SC 29070-0178",
Beaufort Regional Chamber of Commerce,"Beaufort, SC",SC,https://beaufortchamber.org/,,scraped,"https://maps.google.com/?q=1106 Carteret St, Beaufort, SC, 29902-4161",,"https://maps.google.com/?q=1106 Carteret St, Beaufort, SC, 29902-4161;https://beaufortchamber.org/",,,"1106 Carteret St Beaufort, SC 29902-4161",
Berkeley County Chamber of Commerce,"Moncks Corner, SC",SC,https://berkeleysc.org/,,scraped,"https://maps.google.com/?q=P.O Box 968, Moncks Corner, SC, 29461-0968",,"https://maps.google.com/?q=P.O Box 968, Moncks Corner, SC, 29461-0968;https://berkeleysc.org/",,,"968 Moncks Corner, SC 29461-0968",
Charleston Area Convention & Visitors Bureau,"Charleston, SC",SC,https://www.charlestoncvb.com/,,scraped,"https://maps.google.com/?q=423 King St, Charleston, SC, 29403-6407",,"https://maps.google.com/?q=423 King St, Charleston, SC, 29403-6407;https://www.charlestoncvb.com/",,,"423 King St Charleston, SC 29403-6407",
Charleston Metro Chamber of Commerce,"North Charleston, SC",SC,http://www.charlestonchamber.org,,scraped,"https://maps.google.com/?q=4922 Ohear Ave, North Charleston, SC, 29405-5097",,"https://maps.google.com/?q=4922 Ohear Ave, North Charleston, SC, 29405-5097;http://www.charlestonchamber.org",,,"4922 Ohear Ave North Charleston, SC 29405-5097",
Charleston Regional Development Alliance,"North Charleston, SC",SC,http://www.crda.org,,scraped,"https://maps.google.com/?q=4401 Belle Oaks Dr, North Charleston, SC, 29405-8537",,"https://maps.google.com/?q=4401 Belle Oaks Dr, North Charleston, SC, 29405-8537;http://www.crda.org",,,"4401 Belle Oaks Dr North Charleston, SC 29405-8537",
Cherokee County Chamber of Commerce,"Gaffney, SC",SC,http://www.cherokeechamber.org,,scraped,"https://maps.google.com/?q=225 S Limestone St, Gaffney, SC, 29340-3013",,"https://maps.google.com/?q=225 S Limestone St, Gaffney, SC, 29340-3013;http://www.cherokeechamber.org",,,"225 S Limestone St Gaffney, SC 29340-3013",
Chester County Chamber of Commerce,"Chester, SC",SC,http://www.chesterchamber.com/,,scraped,"https://maps.google.com/?q=109 Gadsden St, Chester, SC, 29706-2009",,"https://maps.google.com/?q=109 Gadsden St, Chester, SC, 29706-2009;http://www.chesterchamber.com/",,,"109 Gadsden St Chester, SC 29706-2009",
Clarendon County Chamber of Commerce,"Manning, SC",SC,http://www.clarendoncounty.com,,scraped,"https://maps.google.com/?q=19 N Brooks St, Manning, SC, 29102-3244",,"https://maps.google.com/?q=19 N Brooks St, Manning, SC, 29102-3244;http://www.clarendoncounty.com",,,"19 N Brooks St Manning, SC 29102-3244",
Clemson Area Chamber of Commerce,"Clemson, SC",SC,http://www.clemsonareachamber.org/,,scraped,"https://maps.google.com/?q=P.O Box 1622, Clemson, SC, 29633-1622",,"https://maps.google.com/?q=P.O Box 1622, Clemson, SC, 29633-1622;http://www.clemsonareachamber.org/",,,"1622 Clemson, SC 29633-1622",
Colleton County Chamber of Commerce,"Walterboro, SC",SC,https://www.colletonchamber.org/,,scraped,"https://maps.google.com/?q=1007 S Jefferies Blvd, Walterboro, SC, 29488-3915",,"https://maps.google.com/?q=1007 S Jefferies Blvd, Walterboro, SC, 29488-3915;https://www.colletonchamber.org/",,,"1007 S Jefferies Blvd Walterboro, SC 29488-3915",
Conway Area Chamber of Commerce,"Conway, SC",SC,http://www.conwayscchamber.com,,scraped,"https://maps.google.com/?q=203 Main St, Conway, SC, 29526-5130",,"https://maps.google.com/?q=203 Main St, Conway, SC, 29526-5130;http://www.conwayscchamber.com",,,"203 Main St Conway, SC 29526-5130",
Destination North Myrtle Beach,"North Myrtle Beach, SC",SC,http://www.northmyrtlebeachchamber.com,,scraped,"https://maps.google.com/?q=1521 Highway 17 S, North Myrtle Beach, SC, 29582-3905",,"https://maps.google.com/?q=1521 Highway 17 S, North Myrtle Beach, SC, 29582-3905;http://www.northmyrtlebeachchamber.com",,,"1521 Highway 17 S North Myrtle Beach, SC 29582-3905",
Dillon County Chamber of Commerce,"Dillon, SC",SC,,,none,"https://maps.google.com/?q=100 N MacArthur Ave, Dillon, SC, 29536-3434",,"https://maps.google.com/?q=100 N MacArthur Ave, Dillon, SC, 29536-3434",,,"100 N MacArthur Ave Dillon, SC 29536-3434",
Edgefield County Chamber of Commerce,"Johnston, SC",SC,http://www.edgefieldcountychamber.org,,scraped,"https://maps.google.com/?q=416 Calhoun St, Johnston, SC, 29832-1317",,"https://maps.google.com/?q=416 Calhoun St, Johnston, SC, 29832-1317;http://www.edgefieldcountychamber.org",,,"416 Calhoun St Johnston, SC 29832-1317",
Edisto Chamber of Commerce,"Edisto Island, SC",SC,http://www.edistochamber.com/,,scraped,"https://maps.google.com/?q=P.O Box 206, Edisto Island, SC, 29438-0206",,"https://maps.google.com/?q=P.O Box 206, Edisto Island, SC, 29438-0206;http://www.edistochamber.com/",,,"206 Edisto Island, SC 29438-0206",
Fairfield County Chamber of Commerce,"Winnsboro, SC",SC,http://www.fairfieldchamber.org,,scraped,"https://maps.google.com/?q=P.O Box 297, Winnsboro, SC, 29180-0297",,"https://maps.google.com/?q=P.O Box 297, Winnsboro, SC, 29180-0297;http://www.fairfieldchamber.org",,,"297 Winnsboro, SC 29180-0297",
Fountain Inn Chamber of Commerce,"Fountain Inn, SC",SC,http://www.fountaininnchamber.org,,scraped,"https://maps.google.com/?q=102 Depot St, Fountain Inn, SC, 29644-1904",,"https://maps.google.com/?q=102 Depot St, Fountain Inn, SC, 29644-1904;http://www.fountaininnchamber.org",,,"102 Depot St Fountain Inn, SC 29644-1904",
Georgetown County Chamber of Commerce,"Georgetown, SC",SC,http://www.visitgeorge.com,,scraped,"https://maps.google.com/?q=531 Front St, Georgetown, SC, 29440-3621",,"https://maps.google.com/?q=531 Front St, Georgetown, SC, 29440-3621;http://www.visitgeorge.com",,,"531 Front St Georgetown, SC 29440-3621",
Greater Abbeville Chamber of Commerce,"Abbeville, SC",SC,http://www.visitabbevillesc.com,,scraped,"https://maps.google.com/?q=107 Court Sq, Abbeville, SC, 29620-2418",,"https://maps.google.com/?q=107 Court Sq, Abbeville, SC, 29620-2418;http://www.visitabbevillesc.com",,,"107 Court Sq Abbeville, SC 29620-2418",
Greater Area Walhalla Chamber of Commerce,"Walhalla, SC",SC,http://walhallasc.com,,scraped,"https://maps.google.com/?q=214 E Main St, Walhalla, SC, 29691-1927",,"https://maps.google.com/?q=214 E Main St, Walhalla, SC, 29691-1927;http://walhallasc.com",,,"214 E Main St Walhalla, SC 29691-1927",
Greater Bluffton Chamber of Commerce,"Bluffton, SC",SC,http://blufftonchamberofcommerce.org,,scraped,"https://maps.google.com/?q=29 Plantation Park Dr, Bluffton, SC, 29910-9001",,"https://maps.google.com/?q=29 Plantation Park Dr, Bluffton, SC, 29910-9001;http://blufftonchamberofcommerce.org",,,"29 Plantation Park Dr Bluffton, SC 29910-9001",
Greater Cayce West Columbia Chamber of Commerce,"Cayce, SC",SC,http://www.cwcchamber.com,,scraped,"https://maps.google.com/?q=1006 12th St, Cayce, SC, 29033-3303",,"https://maps.google.com/?q=1006 12th St, Cayce, SC, 29033-3303;http://www.cwcchamber.com",,,"1006 12th St Cayce, SC 29033-3303",
Greater Chapin Chamber of Commerce,"Chapin, SC",SC,http://www.chapinchamber.com,,scraped,"https://maps.google.com/?q=302 Columbia Ave, Chapin, SC, 29036-9422",,"https://maps.google.com/?q=302 Columbia Ave, Chapin, SC, 29036-9422;http://www.chapinchamber.com",,,"302 Columbia Ave Chapin, SC 29036-9422",
Greater Cheraw Chamber of Commerce,"Cheraw, SC",SC,http://www.cheraw.com,,scraped,"https://maps.google.com/?q=221 Market St, Cheraw, SC, 29520-2413",,"https://maps.google.com/?q=221 Market St, Cheraw, SC, 29520-2413;http://www.cheraw.com",,,"221 Market St Cheraw, SC 29520-2413",
Greater Chesterfield Chamber of Commerce,"Chesterfield, SC",SC,,,none,"https://maps.google.com/?q=P.O Box 350, Chesterfield, SC, 29709-0350",,"https://maps.google.com/?q=P.O Box 350, Chesterfield, SC, 29709-0350",,,"350 Chesterfield, SC 29709-0350",
Greater Clover Chamber of Commerce,"Clover, SC",SC,http://www.cloverchamber.org,,scraped,"https://maps.google.com/?q=118 Bethel St, Clover, SC, 29710-1127",,"https://maps.google.com/?q=118 Bethel St, Clover, SC, 29710-1127;http://www.cloverchamber.org",,,"118 Bethel St Clover, SC 29710-1127",
Greater Columbia Chamber of Commerce,"Columbia, SC",SC,http://www.columbiachamber.com,,scraped,"https://maps.google.com/?q=1225 Lady St, Columbia, SC, 29201-3347",,"https://maps.google.com/?q=1225 Lady St, Columbia, SC, 29201-3347;http://www.columbiachamber.com",,,"1225 Lady St Columbia, SC 29201-3347",
Greater Darlington Chamber of Commerce,"Darlington, SC",SC,http://www.darlingtonchamber.com,,scraped,"https://maps.google.com/?q=38 Public Sq, Darlington, SC, 29532-3212",,"https://maps.google.com/?q=38 Public Sq, Darlington, SC, 29532-3212;http://www.darlingtonchamber.com",,,"38 Public Sq Darlington, SC 29532-3212",
Greater Easley Chamber of Commerce,"Easley, SC",SC,http://www.easleychamber.org,,scraped,"https://maps.google.com/?q=201 N 1st St, Easley, SC, 29640-2053",,"https://maps.google.com/?q=201 N 1st St, Easley, SC, 29640-2053;http://www.easleychamber.org",,,"201 N 1st St Easley, SC 29640-2053",
Greater Florence Chamber of Commerce,"Florence, SC",SC,http://florencescchamber.com,,scraped,"https://maps.google.com/?q=100 W Evans St, Florence, SC, 29501-3426",,"https://maps.google.com/?q=100 W Evans St, Florence, SC, 29501-3426;http://florencescchamber.com",,,"100 W Evans St Florence, SC 29501-3426",
Greater Greer Chamber of Commerce,"Greer, SC",SC,http://www.greerchamber.com,,scraped,"https://maps.google.com/?q=111 Trade St, Greer, SC, 29651-3427",,"https://maps.google.com/?q=111 Trade St, Greer, SC, 29651-3427;http://www.greerchamber.com",,,"111 Trade St Greer, SC 29651-3427",
Greater Hardeeville Chamber of Commerce,"Hardeeville, SC",SC,http://www.hardeevillechamber.net,,scraped,"https://maps.google.com/?q=P.O Box 307, Hardeeville, SC, 29927-0307",,"https://maps.google.com/?q=P.O Box 307, Hardeeville, SC, 29927-0307;http://www.hardeevillechamber.net",,,"307 Hardeeville, SC 29927-0307",
Greater Hartsville Chamber of Commerce,"Hartsville, SC",SC,http://www.hartsvillechamber.com/,,scraped,"https://maps.google.com/?q=214 N 5th St, Hartsville, SC, 29550-4136",,"https://maps.google.com/?q=214 N 5th St, Hartsville, SC, 29550-4136;http://www.hartsvillechamber.com/",,,"214 N 5th St Hartsville, SC 29550-4136",
Greater Irmo Chamber of Commerce,"Irmo, SC",SC,http://www.irmochamber.com,,scraped,"https://maps.google.com/?q=1235 Columbia Ave, Irmo, SC, 29063-2858",,"https://maps.google.com/?q=1235 Columbia Ave, Irmo, SC, 29063-2858;http://www.irmochamber.com",,,"1235 Columbia Ave Irmo, SC 29063-2858",
Greater Lake City Chamber of Commerce,"Lake City, SC",SC,http://www.lakecitysc.org,,scraped,"https://maps.google.com/?q=144 S Acline St, Lake City, SC, 29560-2633",,"https://maps.google.com/?q=144 S Acline St, Lake City, SC, 29560-2633;http://www.lakecitysc.org",,,"144 S Acline St Lake City, SC 29560-2633",
Greater Lexington Chamber and Visitors Center,"Lexington, SC",SC,http://www.lexingtonsc.org,,scraped,"https://maps.google.com/?q=311 W Main St, Lexington, SC, 29072-2635",,"https://maps.google.com/?q=311 W Main St, Lexington, SC, 29072-2635;http://www.lexingtonsc.org",,,"311 W Main St Lexington, SC 29072-2635",
Greater Mauldin Chamber of Commerce,"Mauldin, SC",SC,http://www.mauldinchamber.org,,scraped,"https://maps.google.com/?q=P.O Box 881, Mauldin, SC, 29662-0881",,"https://maps.google.com/?q=P.O Box 881, Mauldin, SC, 29662-0881;http://www.mauldinchamber.org",,,"881 Mauldin, SC 29662-0881",
Greater Mullins Chamber of Commerce,"Mullins, SC",SC,"http://mullins,sc.com",,scraped,"https://maps.google.com/?q=One N Main St., Mullins, SC, 29574",,"https://maps.google.com/?q=One N Main St., Mullins, SC, 29574;http://mullins,sc.com",,,29574,
Greater Pickens Chamber of Commerce,"Pickens, SC",SC,https://www.pickenschamberofcommerce.com/,,scraped,"https://maps.google.com/?q=P.O Box 153, Pickens, SC, 29671-0153",,"https://maps.google.com/?q=P.O Box 153, Pickens, SC, 29671-0153;https://www.pickenschamberofcommerce.com/",,,"153 Pickens, SC 29671-0153",
Greater Summerville/Dorchester County Chamber of Commerce,"Summerville, SC",SC,http://greatersummerville.org,,scraped,"https://maps.google.com/?q=402 N Main St, Summerville, SC, 29483-6440",,"https://maps.google.com/?q=402 N Main St, Summerville, SC, 29483-6440;http://greatersummerville.org",,,"402 N Main St Summerville, SC 29483-6440",
Greater Sumter Chamber of Commerce,"Sumter, SC",SC,http://www.sumterchamber.com/,,scraped,"https://maps.google.com/?q=32 E Calhoun St, Sumter, SC, 29150-4371",,"https://maps.google.com/?q=32 E Calhoun St, Sumter, SC, 29150-4371;http://www.sumterchamber.com/",,,"32 E Calhoun St Sumter, SC 29150-4371",
Greater Woodruff Chamber of Commerce,"Woodruff, SC",SC,,,none,"https://maps.google.com/?q=P.O Box 182, Woodruff, SC, 29388-0182",,"https://maps.google.com/?q=P.O Box 182, Woodruff, SC, 29388-0182",,,"182 Woodruff, SC 29388-0182",
Greenville Chamber,"Greenville, SC",SC,http://www.greenvillechamber.org/,,scraped,"https://maps.google.com/?q=550 S Main St, Greenville, SC, 29601-2539",,"https://maps.google.com/?q=550 S Main St, Greenville, SC, 29601-2539;http://www.greenvillechamber.org/",,,"550 S Main St Greenville, SC 29601-2539",
Greenwood Chamber of Commerce,"Greenwood, SC",SC,http://www.greenwoodscchamber.org,,scraped,"https://maps.google.com/?q=110 Phoenix St, Greenwood, SC, 29646-2727",,"https://maps.google.com/?q=110 Phoenix St, Greenwood, SC, 29646-2727;http://www.greenwoodscchamber.org",,,"110 Phoenix St Greenwood, SC 29646-2727",
Hampton County Chamber of Commerce,"Hampton, SC",SC,,,none,"https://maps.google.com/?q=P.O Box 122, Hampton, SC, 29924-0122",,"https://maps.google.com/?q=P.O Box 122, Hampton, SC, 29924-0122",,,"122 Hampton, SC 29924-0122",
Hilton Head Island-Bluffton Chamber of Commerce,"Hilton Head Island, SC",SC,http://www.hiltonheadchamber.org,,scraped,"https://maps.google.com/?q=1 Chamber of Commerce Dr, Hilton Head Island, SC, 29928-3573",,"https://maps.google.com/?q=1 Chamber of Commerce Dr, Hilton Head Island, SC, 29928-3573;http://www.hiltonheadchamber.org",,,"1 Chamber of Commerce Dr Hilton Head Island, SC 29928-3573",
Inman Chamber of Commerce,"Inman, SC",SC,http://www.inmanchamber.com,,scraped,"https://maps.google.com/?q=1 Bishop St, Inman, SC, 29349-1515",,"https://maps.google.com/?q=1 Bishop St, Inman, SC, 29349-1515;http://www.inmanchamber.com",,,"1 Bishop St Inman, SC 29349-1515",
Jasper County Chamber of Commerce,"Ridgeland, SC",SC,http://www.jaspersc.org,,scraped,"https://maps.google.com/?q=P.O Box 1267, Ridgeland, SC, 29936-2621",,"https://maps.google.com/?q=P.O Box 1267, Ridgeland, SC, 29936-2621;http://www.jaspersc.org",,,"1267 Ridgeland, SC 29936-2621",
Kershaw County Chamber of Commerce,"Camden, SC",SC,https://www.kershawcountychamber.org/,,scraped,"https://maps.google.com/?q=80 Campus Dr, Camden, SC, 29020-7533",,"https://maps.google.com/?q=80 Campus Dr, Camden, SC, 29020-7533;https://www.kershawcountychamber.org/",,,"80 Campus Dr Camden, SC 29020-7533",
Lake Wylie Chamber of Commerce,"Clover, SC",SC,http://www.lakewyliesc.com,,scraped,"https://maps.google.com/?q=264 Latitude Ln, Clover, SC, 29710-8126",,"https://maps.google.com/?q=264 Latitude Ln, Clover, SC, 29710-8126;http://www.lakewyliesc.com",,,"264 Latitude Ln Clover, SC 29710-8126",
Lancaster County Chamber of Commerce,"Lancaster, SC",SC,http://lancasterchambersc.org,,scraped,"https://maps.google.com/?q=P.O Box 430, Lancaster, SC, 29721-0430",,"https://maps.google.com/?q=P.O Box 430, Lancaster, SC, 29721-0430;http://lancasterchambersc.org",,,"430 Lancaster, SC 29721-0430",
Laurens County Chamber of Commerce,"Clinton, SC",SC,http://www.laurenscounty.org,,scraped,"https://maps.google.com/?q=291 Professional Park Rd, Clinton, SC, 29325-7624",,"https://maps.google.com/?q=291 Professional Park Rd, Clinton, SC, 29325-7624;http://www.laurenscounty.org",,,"291 Professional Park Rd Clinton, SC 29325-7624",
